Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
36.42,59.37,37.49,red soil,Paddy,22,0,15,17-17-17
33.72,57.94,36.36,black soil,Oil seeds,16,0,38,DAP
36.86,66.97,28.44,clayey soils,Ground Nuts,14,0,36,17-17-17
20.76,48.98,63.92,black soil,Tobacco,12,16,10,20-20
35.38,56.76,21.51,black soil,Millets,37,0,0,20-20
28.96,64.48,27.52,clayey soils,Oil seeds,14,15,12,14-35-14
28.62,45.89,61.45,sandy soil,Cotton,9,2,7,Urea
32.64,66.3,39.89,black soil,Ground Nuts,14,20,17,20-20
35.16,73.41,48.63,clayey soils,Paddy,13,17,18,DAP
23.55,54.07,32.68,loamy soil,Pulses,16,2,17,Urea
27.06,59.18,59.42,black soil,Tobacco,9,1,4,10-26-26
22.0,57.32,45.85,sandy soil,Tobacco,5,17,18,28-28
31.75,57.58,30.58,clayey soils,Paddy,0,19,18,14-35-14
29.11,60.77,61.25,red soil,Sugarcane,10,0,41,28-28
28.85,63.24,39.74,red soil,Oil seeds,27,0,19,28-28
30.29,53.7,25.09,loamy soil,Wheat,4,4,26,DAP
33.04,63.52,47.86,black soil,Paddy,7,0,8,Urea
21.37,53.85,26.22,sandy soil,Ground Nuts,4,17,17,DAP
34.88,62.36,57.79,clayey soils,Pulses,36,0,0,20-20
27.81,66.3,59.63,clayey soils,Cotton,18,1,35,Urea
26.02,65.02,48.03,loamy soil,Barley,7,9,15,Urea
24.9,59.13,55.71,loamy soil,Tobacco,6,0,12,DAP
39.86,74.47,42.82,red soil,Barley,9,10,29,10-26-26
34.01,55.99,29.3,sandy soil,Wheat,24,0,24,28-28
32.69,57.68,48.14,loamy soil,Paddy,39,0,0,10-26-26
31.99,47.84,39.57,black soil,Maize,40,2,1,17-17-17
39.59,72.27,42.36,sandy soil,Wheat,43,0,0,DAP
29.71,48.75,26.24,loamy soil,Tobacco,33,1,0,Urea
32.0,72.09,42.61,loamy soil,Millets,22,0,22,28-28
39.03,74.51,65.94,loamy soil,Wheat,18,0,37,10-26-26
39.83,65.33,33.3,sandy soil,Cotton,9,0,10,10-26-26
30.53,70.52,56.87,sandy soil,Ground Nuts,8,13,25,17-17-17
37.44,60.97,52.15,red soil,Wheat,4,12,31,17-17-17
25.65,56.93,32.12,clayey soils,Sugarcane,40,3,0,Urea
28.01,69.54,20.78,loamy soil,Paddy,37,3,0,10-26-26
27.33,52.91,29.81,loamy soil,Maize,16,4,40,Urea
27.0,54.79,41.03,loamy soil,Tobacco,41,0,2,28-28
28.27,45.54,63.35,loamy soil,Millets,34,0,4,10-26-26
39.37,73.58,47.49,sandy soil,Barley,44,0,4,14-35-14
29.14,54.24,24.55,black soil,Oil seeds,40,1,2,DAP
31.76,43.24,56.29,clayey soils,Barley,10,4,18,20-20
27.27,59.89,20.0,sandy soil,Tobacco,11,0,36,10-26-26
24.0,49.08,66.12,red soil,Millets,10,2,9,Urea
34.15,67.47,27.11,black soil,Millets,14,3,34,10-26-26
28.67,58.79,59.0,sandy soil,Pulses,35,0,4,10-26-26
30.11,63.4,62.56,sandy soil,Oil seeds,10,9,13,20-20
38.97,55.72,35.47,black soil,Tobacco,4,19,21,17-17-17
32.02,60.85,31.09,black soil,Barley,33,4,1,28-28
28.02,66.84,58.92,sandy soil,Paddy,5,12,33,Urea
30.66,52.06,46.15,black soil,Cotton,21,4,15,10-26-26
27.05,58.49,39.27,sandy soil,Ground Nuts,9,2,15,28-28
28.21,57.07,40.54,sandy soil,Paddy,38,1,4,17-17-17
25.6,45.0,55.92,red soil,Cotton,10,0,17,28-28
29.75,61.63,34.96,black soil,Tobacco,17,0,31,14-35-14
35.91,52.46,56.61,sandy soil,Tobacco,14,16,13,28-28
23.45,51.03,44.45,black soil,Pulses,36,2,0,DAP
35.86,70.31,54.4,clayey soils,Ground Nuts,40,3,1,17-17-17
29.26,71.92,44.23,clayey soils,Pulses,39,4,0,20-20
35.79,66.77,34.39,loamy soil,Barley,9,0,14,14-35-14
26.49,47.23,30.23,red soil,Barley,17,1,15,DAP
25.05,57.08,55.46,clayey soils,Tobacco,10,0,41,20-20
32.42,54.71,33.03,sandy soil,Paddy,13,3,37,Urea
39.85,60.31,29.29,sandy soil,Cotton,6,9,33,10-26-26
27.87,61.38,57.51,red soil,Pulses,13,16,13,10-26-26
20.76,55.99,62.58,clayey soils,Tobacco,40,0,0,20-20
22.3,56.51,42.72,sandy soil,Tobacco,1,23,17,28-28
32.17,55.02,37.37,sandy soil,Sugarcane,20,0,14,10-26-26
32.58,58.58,34.16,loamy soil,Maize,18,2,18,17-17-17
30.81,63.77,70.0,red soil,Maize,18,2,39,20-20
32.86,59.79,41.11,clayey soils,Sugarcane,33,4,1,10-26-26
28.58,56.91,45.99,red soil,Barley,17,0,12,17-17-17
30.9,68.25,36.56,sandy soil,Wheat,5,3,29,Urea
28.35,48.46,32.32,clayey soils,Millets,22,0,26,28-28
30.44,69.49,24.3,red soil,Sugarcane,17,0,16,28-28
22.26,42.14,35.5,loamy soil,Millets,22,0,17,10-26-26
27.59,59.58,58.65,sandy soil,Barley,13,7,34,DAP
28.0,41.61,30.62,red soil,Oil seeds,23,0,22,17-17-17
29.15,57.67,32.35,black soil,Sugarcane,34,0,1,10-26-26
31.09,62.05,42.38,red soil,Cotton,5,15,18,17-17-17
20.86,49.09,28.16,loamy soil,Paddy,28,0,20,28-28
34.1,57.33,56.67,black soil,Tobacco,34,0,4,Urea
26.9,52.19,33.57,red soil,Cotton,31,0,0,17-17-17
26.55,52.44,67.67,black soil,Ground Nuts,5,0,14,Urea
26.56,57.43,26.53,red soil,Tobacco,7,17,15,14-35-14
31.72,58.72,70.0,sandy soil,Sugarcane,13,0,42,28-28
25.55,50.88,27.55,loamy soil,Cotton,8,19,12,17-17-17
31.42,59.9,29.07,black soil,Millets,11,8,30,17-17-17
28.24,51.23,42.62,red soil,Cotton,19,0,38,DAP
30.09,46.89,35.95,loamy soil,Wheat,32,4,0,14-35-14
28.94,62.47,31.99,loamy soil,Sugarcane,38,2,3,17-17-17
39.33,59.27,40.62,clayey soils,Wheat,17,0,43,10-26-26
29.89,55.53,32.61,loamy soil,Barley,17,0,14,20-20
30.28,56.11,40.03,sandy soil,Pulses,33,4,2,20-20
40.0,63.63,40.65,clayey soils,Millets,10,3,27,17-17-17
36.4,55.11,26.14,red soil,Wheat,18,0,17,DAP
27.28,47.79,29.37,clayey soils,Millets,25,0,18,Urea
27.38,53.83,55.09,red soil,Maize,15,0,40,28-28
29.14,64.95,36.54,black soil,Paddy,12,0,35,17-17-17
32.93,62.73,59.96,loamy soil,Paddy,17,0,37,10-26-26
24.71,50.55,62.03,red soil,Pulses,8,0,10,17-17-17
29.94,58.85,54.14,sandy soil,Cotton,12,14,12,DAP
29.48,59.59,66.35,black soil,Pulses,26,3,20,10-26-26
31.0,51.8,44.91,sandy soil,Sugarcane,15,2,12,20-20
28.55,67.66,35.99,loamy soil,Pulses,12,3,39,20-20
31.06,58.49,40.24,black soil,Cotton,6,15,19,DAP
23.88,52.3,27.19,black soil,Cotton,35,0,0,DAP
30.3,45.03,57.51,loamy soil,Sugarcane,12,3,13,17-17-17
23.43,55.73,32.02,sandy soil,Millets,25,1,14,20-20
30.56,67.31,36.79,clayey soils,Sugarcane,12,4,10,20-20
27.68,57.8,70.0,red soil,Wheat,4,11,27,14-35-14
25.34,50.98,53.43,loamy soil,Oil seeds,12,0,43,10-26-26
24.4,47.18,49.55,loamy soil,Cotton,7,18,16,17-17-17
31.8,56.53,35.42,loamy soil,Barley,7,0,5,14-35-14
22.54,58.92,51.76,red soil,Maize,10,4,11,10-26-26
35.49,77.62,56.57,clayey soils,Ground Nuts,12,9,30,20-20
25.05,49.33,48.69,loamy soil,Maize,19,1,23,DAP
26.52,47.52,49.4,red soil,Oil seeds,14,6,32,17-17-17
36.29,74.2,54.68,sandy soil,Paddy,42,3,0,17-17-17
32.94,50.95,43.98,sandy soil,Barley,42,3,0,DAP
27.87,49.55,33.0,clayey soils,Tobacco,12,0,38,Urea
29.86,65.84,66.44,red soil,Barley,2,13,34,28-28
30.39,54.61,51.82,black soil,Tobacco,27,0,20,14-35-14
23.19,50.83,60.22,sandy soil,Millets,7,0,11,17-17-17
25.12,58.07,40.47,sandy soil,Sugarcane,12,2,10,14-35-14
29.41,52.87,50.35,black soil,Cotton,7,6,31,17-17-17
38.48,80.0,59.16,red soil,Oil seeds,37,0,0,Urea
25.8,57.61,40.46,red soil,Barley,2,17,17,DAP
25.27,55.44,29.6,clayey soils,Ground Nuts,16,3,12,10-26-26
26.56,58.48,45.6,sandy soil,Ground Nuts,10,9,36,DAP
30.71,56.3,70.0,black soil,Maize,2,8,27,10-26-26
24.99,65.8,51.83,black soil,Barley,12,12,25,10-26-26
28.61,46.05,42.05,sandy soil,Oil seeds,11,16,20,28-28
32.63,64.54,36.41,clayey soils,Ground Nuts,4,22,18,28-28
24.98,47.19,51.65,sandy soil,Oil seeds,30,3,2,28-28
27.93,46.76,56.5,black soil,Paddy,7,2,15,28-28
31.01,66.62,62.69,sandy soil,Tobacco,17,2,36,Urea
39.26,60.36,29.14,loamy soil,Maize,14,0,40,17-17-17
31.29,59.62,56.81,sandy soil,Oil seeds,14,8,9,17-17-17
32.1,50.44,47.36,red soil,Pulses,10,4,32,Urea
28.35,59.56,34.46,red soil,Pulses,45,3,0,10-26-26
26.57,54.52,46.1,black soil,Wheat,39,0,0,DAP
40.0,77.35,41.55,sandy soil,Ground Nuts,6,5,28,10-26-26
37.24,59.64,30.67,red soil,Ground Nuts,41,0,2,28-28
28.4,57.3,49.24,clayey soils,Sugarcane,8,17,10,DAP
33.83,56.31,25.41,sandy soil,Maize,18,0,23,20-20
27.47,58.13,56.8,black soil,Tobacco,10,13,9,14-35-14
32.01,56.9,39.16,red soil,Sugarcane,17,13,14,20-20
23.69,59.77,47.95,clayey soils,Pulses,39,1,0,DAP
30.22,60.34,59.66,black soil,Paddy,9,0,14,Urea
25.24,46.57,36.23,loamy soil,Maize,32,0,0,Urea
26.8,60.69,60.28,loamy soil,Wheat,15,0,11,17-17-17
32.37,56.56,65.45,sandy soil,Ground Nuts,37,3,0,10-26-26
23.86,55.45,24.43,loamy soil,Millets,13,0,35,Urea
34.18,58.31,46.39,sandy soil,Maize,36,0,0,28-28
39.42,76.38,57.33,black soil,Maize,13,3,43,17-17-17
24.86,54.46,36.36,clayey soils,Millets,37,0,0,Urea
32.95,62.26,50.04,sandy soil,Paddy,14,17,7,28-28
29.78,59.94,29.17,sandy soil,Pulses,22,0,19,17-17-17
27.48,60.62,44.8,black soil,Sugarcane,14,2,11,20-20
36.73,71.35,70.0,black soil,Sugarcane,11,4,38,Urea
27.49,63.32,26.02,red soil,Pulses,13,0,38,Urea
30.69,59.81,37.29,loamy soil,Oil seeds,21,0,23,Urea
29.14,58.46,36.98,loamy soil,Barley,40,0,3,10-26-26
32.52,57.58,57.94,clayey soils,Maize,42,0,0,17-17-17
23.05,52.61,60.11,black soil,Tobacco,31,0,3,28-28
29.48,60.63,42.23,clayey soils,Ground Nuts,5,8,19,17-17-17
25.33,53.26,27.11,red soil,Pulses,12,3,38,10-26-26
26.0,57.01,31.36,loamy soil,Oil seeds,42,0,0,17-17-17
30.09,62.9,44.53,red soil,Sugarcane,38,0,0,17-17-17
27.83,53.2,58.73,loamy soil,Pulses,14,0,32,17-17-17
37.81,73.97,40.95,black soil,Maize,13,2,36,17-17-17
36.87,61.5,54.95,loamy soil,Tobacco,12,4,8,17-17-17
30.98,66.44,29.27,sandy soil,Cotton,35,4,0,17-17-17
30.41,52.79,24.79,red soil,Paddy,38,2,0,Urea
35.69,58.61,58.14,red soil,Maize,14,9,10,20-20
23.11,53.38,41.79,black soil,Millets,20,0,23,17-17-17
23.82,59.74,65.58,black soil,Tobacco,7,1,4,17-17-17
34.2,72.31,28.33,black soil,Tobacco,33,0,0,14-35-14
34.22,74.96,58.79,red soil,Oil seeds,13,0,9,28-28
36.98,73.11,41.32,clayey soils,Paddy,41,4,0,28-28
34.68,76.53,33.78,black soil,Millets,9,0,44,Urea
24.22,50.03,55.39,clayey soils,Barley,9,0,37,20-20
34.25,73.29,38.06,loamy soil,Oil seeds,8,1,7,14-35-14
31.43,64.88,54.37,sandy soil,Barley,1,8,27,28-28
31.14,61.27,45.36,black soil,Barley,14,1,17,17-17-17
24.69,54.86,47.9,black soil,Ground Nuts,26,0,18,28-28
30.39,67.95,35.69,sandy soil,Wheat,20,0,18,DAP
28.44,46.2,34.75,clayey soils,Millets,15,3,15,14-35-14
30.6,56.63,35.82,black soil,Pulses,1,23,25,10-26-26
25.64,56.54,49.67,red soil,Maize,12,12,22,28-28
33.35,59.4,66.69,loamy soil,Pulses,32,2,4,10-26-26
23.15,58.66,63.44,loamy soil,Pulses,37,1,2,17-17-17
34.48,70.08,59.13,clayey soils,Pulses,25,4,18,17-17-17
28.39,51.27,70.0,clayey soils,Ground Nuts,10,1,32,17-17-17
39.9,73.93,32.55,black soil,Wheat,9,9,27,17-17-17
32.98,58.76,28.59,clayey soils,Cotton,13,10,31,10-26-26
29.66,49.78,23.81,black soil,Ground Nuts,12,18,8,Urea
30.69,58.35,21.33,black soil,Ground Nuts,4,9,27,17-17-17
23.98,48.21,35.49,black soil,Maize,35,3,1,20-20
28.52,72.19,59.12,clayey soils,Tobacco,5,12,33,14-35-14
31.01,60.4,43.04,clayey soils,Millets,12,9,20,DAP
27.53,47.05,22.75,clayey soils,Cotton,9,0,8,28-28
36.9,52.23,24.84,black soil,Oil seeds,12,0,33,10-26-26
29.16,61.51,34.35,black soil,Sugarcane,35,0,0,20-20
27.28,53.81,39.02,sandy soil,Ground Nuts,18,0,23,DAP
33.4,58.26,40.56,red soil,Barley,14,2,32,20-20
31.02,54.58,45.71,red soil,Barley,11,0,12,10-26-26
24.23,64.12,49.89,loamy soil,Oil seeds,26,0,24,20-20
21.96,40.71,40.64,clayey soils,Oil seeds,9,19,11,20-20
34.33,69.34,32.53,loamy soil,Maize,44,4,4,14-35-14
30.88,66.31,38.96,clayey soils,Maize,24,0,24,20-20
21.52,61.31,30.52,loamy soil,Ground Nuts,9,0,37,14-35-14
29.67,64.78,21.0,black soil,Barley,12,0,42,Urea
30.52,62.11,23.07,black soil,Pulses,33,1,4,28-28
26.59,52.55,41.35,sandy soil,Maize,7,0,46,17-17-17
32.62,59.63,50.0,clayey soils,Oil seeds,9,19,22,10-26-26
32.95,59.16,69.03,clayey soils,Cotton,33,1,0,20-20
28.56,43.97,24.88,loamy soil,Tobacco,10,11,8,17-17-17
35.74,66.71,37.68,sandy soil,Pulses,10,9,32,DAP
26.35,50.4,53.76,black soil,Tobacco,12,0,32,10-26-26
33.8,70.5,42.98,sandy soil,Cotton,7,4,32,20-20
28.08,58.23,37.23,clayey soils,Tobacco,39,2,0,14-35-14
32.56,71.98,46.27,loamy soil,Wheat,20,1,21,14-35-14
29.64,49.17,34.47,clayey soils,Wheat,19,0,16,17-17-17
31.55,58.9,47.7,sandy soil,Ground Nuts,5,16,18,DAP
35.51,53.67,32.47,clayey soils,Pulses,33,0,0,DAP
33.2,60.31,55.18,black soil,Paddy,12,10,30,28-28
23.28,48.32,43.9,red soil,Paddy,8,11,13,20-20
40.0,65.13,40.28,loamy soil,Barley,9,0,39,Urea
27.91,62.4,41.2,red soil,Pulses,8,16,17,28-28
23.03,49.38,40.47,black soil,Wheat,23,0,18,10-26-26
25.88,54.24,40.43,clayey soils,Tobacco,39,4,4,DAP
31.64,51.55,63.79,loamy soil,Tobacco,35,2,2,28-28
27.32,59.41,44.2,loamy soil,Tobacco,7,12,21,Urea
33.87,61.94,45.99,loamy soil,Cotton,10,19,16,14-35-14
30.04,44.44,43.27,clayey soils,Sugarcane,8,10,10,17-17-17
37.53,59.1,32.18,red soil,Ground Nuts,10,3,37,14-35-14
33.8,60.2,43.21,sandy soil,Tobacco,16,0,27,Urea
21.7,60.92,26.89,sandy soil,Ground Nuts,11,12,21,28-28
31.15,63.09,30.51,clayey soils,Ground Nuts,4,5,32,20-20
27.1,42.29,35.96,black soil,Paddy,9,4,39,Urea
33.97,66.11,59.93,clayey soils,Wheat,36,0,0,14-35-14
32.8,46.19,20.0,red soil,Maize,8,6,28,DAP
32.16,70.3,57.02,black soil,Tobacco,30,0,0,20-20
24.65,46.46,27.78,sandy soil,Paddy,10,0,40,14-35-14
29.46,43.41,40.69,black soil,Wheat,18,0,20,10-26-26
28.74,50.71,37.75,loamy soil,Tobacco,18,1,19,20-20
40.0,74.62,44.27,red soil,Sugarcane,37,4,3,14-35-14
28.67,61.38,48.54,black soil,Maize,24,0,24,14-35-14
22.28,43.79,63.73,clayey soils,Maize,11,3,6,28-28
32.21,72.67,58.11,clayey soils,Oil seeds,36,4,3,20-20
27.73,61.49,20.0,clayey soils,Maize,14,0,35,Urea
25.85,55.63,47.46,clayey soils,Oil seeds,19,4,26,20-20
27.63,56.77,28.61,clayey soils,Cotton,37,0,4,10-26-26
30.45,71.76,45.74,red soil,Oil seeds,14,11,13,DAP
20.48,55.53,65.44,loamy soil,Ground Nuts,10,12,12,Urea
34.12,58.21,42.94,sandy soil,Pulses,11,2,39,10-26-26
25.45,45.61,41.12,clayey soils,Maize,0,17,19,10-26-26
21.54,58.62,46.04,red soil,Paddy,22,4,20,20-20
27.08,64.97,38.34,red soil,Ground Nuts,9,3,18,Urea
27.06,51.6,51.94,clayey soils,Millets,39,3,0,14-35-14
31.67,48.24,38.06,black soil,Paddy,28,1,21,14-35-14
39.89,63.45,47.15,sandy soil,Barley,12,14,19,17-17-17
22.85,56.83,57.72,red soil,Cotton,9,4,14,28-28
33.18,56.59,53.96,black soil,Pulses,3,12,25,20-20
32.8,44.88,49.08,red soil,Pulses,34,0,1,DAP
25.71,51.75,70.0,black soil,Wheat,18,3,38,14-35-14
37.03,70.38,61.08,black soil,Cotton,6,6,29,Urea
37.68,67.03,20.0,red soil,Tobacco,7,7,33,17-17-17
24.32,56.65,22.81,red soil,Sugarcane,12,0,37,28-28
25.38,60.83,22.64,clayey soils,Tobacco,40,0,0,DAP
34.73,68.13,39.85,sandy soil,Barley,24,0,21,20-20
35.89,52.9,44.55,red soil,Barley,20,0,19,20-20
34.17,68.22,31.05,loamy soil,Tobacco,16,3,9,28-28
26.14,57.83,37.34,sandy soil,Maize,38,0,0,14-35-14
34.08,62.7,32.05,black soil,Maize,21,1,18,DAP
24.46,65.27,48.51,red soil,Millets,28,0,24,20-20
31.49,47.25,30.78,loamy soil,Cotton,35,0,0,17-17-17
25.74,52.83,35.38,red soil,Maize,7,17,13,14-35-14
40.0,63.46,40.95,red soil,Maize,11,1,35,Urea
36.68,65.54,46.65,red soil,Tobacco,7,15,18,28-28
30.4,44.22,31.39,loamy soil,Maize,44,2,0,28-28
26.5,57.72,35.19,red soil,Pulses,16,0,8,28-28
29.16,51.64,30.31,clayey soils,Maize,18,0,32,28-28
35.74,79.96,27.81,clayey soils,Millets,8,0,41,10-26-26
32.83,69.35,43.35,red soil,Pulses,25,0,32,20-20
32.97,44.31,46.49,red soil,Maize,33,2,0,DAP
33.07,62.75,57.16,clayey soils,Pulses,7,11,27,DAP
26.12,46.35,49.55,loamy soil,Oil seeds,0,22,14,Urea
30.64,61.94,52.25,red soil,Pulses,14,13,9,20-20
25.99,60.98,37.81,loamy soil,Paddy,39,0,0,17-17-17
30.96,71.01,55.69,red soil,Oil seeds,9,16,15,28-28
22.33,48.89,28.54,black soil,Tobacco,6,19,17,DAP
25.13,69.36,50.28,clayey soils,Barley,9,2,8,DAP
37.01,72.38,44.71,sandy soil,Oil seeds,8,0,13,DAP
37.11,61.41,60.83,sandy soil,Maize,8,13,16,14-35-14
30.01,67.64,26.5,red soil,Wheat,38,2,3,28-28
21.44,57.52,58.64,black soil,Cotton,7,0,5,28-28
30.58,53.33,39.94,red soil,Cotton,14,1,16,28-28
33.31,63.71,32.94,loamy soil,Paddy,6,0,37,14-35-14
32.27,66.81,57.12,red soil,Oil seeds,16,3,11,10-26-26
38.18,72.68,52.23,clayey soils,Barley,42,0,0,14-35-14
28.07,57.06,54.6,black soil,Oil seeds,12,0,17,14-35-14
28.94,58.91,26.54,clayey soils,Maize,32,0,3,Urea
28.86,52.28,28.12,red soil,Wheat,13,0,40,10-26-26
30.07,62.6,54.75,clayey soils,Ground Nuts,8,15,17,20-20
38.21,60.25,49.83,black soil,Barley,13,4,38,17-17-17
40.0,80.0,53.26,sandy soil,Sugarcane,39,0,4,17-17-17
34.24,66.72,42.15,clayey soils,Millets,26,4,23,DAP
24.27,51.0,30.89,red soil,Sugarcane,17,1,18,17-17-17
29.16,58.29,45.56,red soil,Tobacco,23,0,19,14-35-14
36.0,70.93,50.56,sandy soil,Oil seeds,5,8,23,10-26-26
26.84,45.54,50.57,loamy soil,Barley,12,14,17,17-17-17
33.62,58.44,32.87,clayey soils,Cotton,27,3,20,28-28
40.0,72.84,61.46,loamy soil,Cotton,13,0,37,28-28
38.79,66.25,48.58,black soil,Cotton,38,0,0,DAP
39.46,66.35,42.08,sandy soil,Sugarcane,4,4,26,20-20
36.94,59.89,32.39,black soil,Sugarcane,5,9,34,20-20
25.12,58.53,38.28,sandy soil,Maize,37,0,4,20-20
29.65,73.8,41.76,black soil,Sugarcane,16,0,6,17-17-17
28.43,60.42,24.64,red soil,Tobacco,17,3,21,DAP
25.87,58.43,64.21,loamy soil,Barley,5,4,29,28-28
23.42,55.62,26.64,sandy soil,Pulses,12,16,10,20-20
30.41,57.63,37.84,red soil,Paddy,10,10,16,14-35-14
30.87,53.52,41.73,black soil,Oil seeds,8,2,31,DAP
39.05,67.42,25.24,black soil,Millets,7,1,32,10-26-26
27.98,63.97,45.35,loamy soil,Barley,12,17,18,17-17-17
29.25,42.98,64.69,black soil,Barley,10,11,16,28-28
29.23,44.55,33.21,clayey soils,Barley,12,9,30,14-35-14
29.67,64.88,33.45,sandy soil,Millets,43,2,3,28-28
33.14,49.95,36.02,clayey soils,Barley,5,2,27,DAP
25.08,59.42,37.34,sandy soil,Sugarcane,42,0,2,20-20
33.11,79.52,30.26,black soil,Ground Nuts,14,0,40,10-26-26
22.22,54.98,60.43,loamy soil,Paddy,15,8,18,10-26-26
27.93,47.92,50.02,black soil,Ground Nuts,19,4,17,17-17-17
32.24,72.15,27.8,red soil,Tobacco,19,0,20,20-20
38.46,72.39,28.01,black soil,Ground Nuts,13,2,42,10-26-26
27.68,68.09,32.86,red soil,Barley,44,4,1,10-26-26
34.36,69.3,43.14,loamy soil,Sugarcane,24,2,16,Urea
36.56,56.18,45.38,loamy soil,Wheat,24,0,14,10-26-26
30.88,44.61,40.83,clayey soils,Barley,4,13,17,Urea
30.02,44.98,45.58,loamy soil,Barley,21,0,22,28-28
39.16,66.36,55.82,clayey soils,Maize,14,16,20,17-17-17
32.33,57.56,43.39,red soil,Maize,15,0,39,DAP
27.38,66.23,51.93,loamy soil,Paddy,9,13,8,10-26-26
20.05,52.7,59.86,black soil,Oil seeds,36,0,0,10-26-26
24.55,42.48,48.77,sandy soil,Tobacco,20,0,23,17-17-17
26.95,60.35,33.66,sandy soil,Pulses,7,9,9,10-26-26
30.28,66.13,41.03,red soil,Oil seeds,42,1,1,28-28
27.97,47.42,60.83,clayey soils,Maize,13,3,18,DAP
27.95,52.18,27.86,red soil,Paddy,41,1,0,28-28
33.97,59.11,56.95,black soil,Paddy,15,0,33,14-35-14
28.44,69.02,25.51,loamy soil,Paddy,37,0,0,17-17-17
27.49,53.12,50.69,clayey soils,Tobacco,27,4,18,28-28
31.42,52.17,52.65,sandy soil,Ground Nuts,11,8,17,10-26-26
38.35,71.0,65.66,clayey soils,Maize,16,0,35,Urea
38.14,63.81,36.37,loamy soil,Tobacco,11,3,34,14-35-14
24.54,57.8,26.75,black soil,Ground Nuts,15,15,15,10-26-26
33.14,50.91,52.07,red soil,Maize,16,0,38,14-35-14
30.52,62.93,53.95,clayey soils,Oil seeds,34,0,3,14-35-14
30.61,69.73,64.16,loamy soil,Paddy,39,3,0,20-20
31.52,62.74,54.75,sandy soil,Maize,33,0,3,DAP
26.58,56.37,50.42,clayey soils,Millets,18,3,16,10-26-26
36.99,56.66,46.46,clayey soils,Oil seeds,34,1,0,DAP
22.61,52.77,41.72,black soil,Paddy,10,1,4,10-26-26
36.86,57.94,35.72,loamy soil,Cotton,7,9,35,Urea
23.83,51.13,40.03,clayey soils,Oil seeds,18,0,19,28-28
25.43,62.17,53.4,red soil,Tobacco,39,0,0,17-17-17
38.58,64.3,54.91,sandy soil,Paddy,21,3,19,28-28
25.67,44.93,45.94,sandy soil,Millets,19,0,15,20-20
40.0,68.24,47.7,black soil,Millets,10,10,32,20-20
29.44,68.03,20.57,clayey soils,Barley,41,0,4,10-26-26
38.82,63.69,51.13,sandy soil,Wheat,4,23,20,28-28
28.68,58.87,64.36,red soil,Barley,8,16,12,14-35-14
36.07,68.41,54.45,clayey soils,Maize,16,9,9,28-28
25.12,59.52,64.6,clayey soils,Oil seeds,39,0,0,17-17-17
23.48,47.79,30.27,clayey soils,Pulses,14,14,7,10-26-26
27.05,69.98,52.83,loamy soil,Cotton,8,3,11,DAP
30.76,67.49,42.88,sandy soil,Ground Nuts,14,3,35,10-26-26
26.44,47.39,51.83,sandy soil,Oil seeds,8,1,4,DAP
31.34,52.86,27.31,red soil,Pulses,34,0,1,DAP
29.79,66.3,62.12,loamy soil,Paddy,6,0,10,DAP
29.14,69.95,21.5,loamy soil,Ground Nuts,0,16,17,10-26-26
30.96,59.31,60.38,sandy soil,Paddy,6,0,18,Urea
25.01,54.68,64.61,clayey soils,Oil seeds,11,4,8,10-26-26
31.64,68.37,49.45,black soil,Paddy,41,0,0,28-28
30.97,55.28,50.63,sandy soil,Cotton,11,0,36,20-20
33.8,58.8,28.44,sandy soil,Ground Nuts,20,0,18,DAP
22.15,57.99,69.1,red soil,Millets,40,1,0,14-35-14
26.8,54.9,42.04,sandy soil,Pulses,14,4,44,Urea
28.23,66.99,61.65,red soil,Maize,8,0,34,28-28
25.96,52.8,57.24,red soil,Wheat,18,0,21,17-17-17
30.27,58.16,31.73,red soil,Maize,11,8,12,20-20
32.92,63.87,70.0,sandy soil,Wheat,9,5,32,17-17-17
37.04,63.94,35.24,sandy soil,Barley,6,16,22,28-28
29.99,45.6,70.0,clayey soils,Barley,32,0,3,28-28
26.87,55.79,38.33,clayey soils,Maize,17,0,22,10-26-26
22.21,46.25,51.97,loamy soil,Barley,9,0,9,28-28
26.15,60.28,36.97,sandy soil,Barley,8,14,20,14-35-14
31.44,57.35,51.14,clayey soils,Tobacco,14,0,37,20-20
34.23,53.35,37.66,clayey soils,Paddy,5,0,11,28-28
35.68,57.04,20.58,sandy soil,Paddy,9,2,34,10-26-26
25.31,65.02,24.18,clayey soils,Barley,10,18,17,17-17-17
26.8,52.7,41.8,loamy soil,Ground Nuts,6,3,15,DAP
34.58,76.12,42.72,clayey soils,Paddy,15,0,33,17-17-17
31.61,56.45,63.08,sandy soil,Sugarcane,9,0,35,28-28
40.0,58.59,31.87,sandy soil,Sugarcane,40,1,0,17-17-17
25.71,62.35,59.19,sandy soil,Paddy,10,0,34,10-26-26
33.66,63.43,49.93,black soil,Paddy,5,22,19,Urea
35.45,74.57,35.05,black soil,Wheat,12,0,36,Urea
37.13,72.24,29.37,clayey soils,Ground Nuts,39,1,0,10-26-26
30.16,43.34,25.27,clayey soils,Pulses,9,0,44,10-26-26
33.64,65.14,52.79,sandy soil,Tobacco,16,11,10,DAP
27.64,53.33,51.15,red soil,Cotton,11,1,34,10-26-26
35.7,73.21,36.23,red soil,Sugarcane,9,4,9,DAP
25.56,46.39,20.0,black soil,Paddy,5,12,26,28-28
